entity	label
http://dbpedia.org/resource/Felton_Ross	Scientist
http://dbpedia.org/resource/Floris_de_Lange	Scientist
http://dbpedia.org/resource/Foutse_Khomh	Scientist
http://dbpedia.org/resource/Frederick_E._Wang	Scientist
http://dbpedia.org/resource/Gertrude_F._Rempfer	Scientist
http://dbpedia.org/resource/Girlie_Hodges	Scientist
http://dbpedia.org/resource/Grace_Wyshak	Scientist
http://dbpedia.org/resource/Harold_Jaffe_(epidemiologist)	Scientist
http://dbpedia.org/resource/Hiroshi_Ohno	Scientist
http://dbpedia.org/resource/Ilias_Belharouak	Scientist
http://dbpedia.org/resource/Iryna_Zenyuk	Scientist
http://dbpedia.org/resource/Isabelle_Baraffe	Scientist
http://dbpedia.org/resource/Ivor_Chipkin	Scientist
http://dbpedia.org/resource/Jay_W._Lathrop	Scientist
http://dbpedia.org/resource/Jennifer_Ngadiuba	Scientist
http://dbpedia.org/resource/Jennifer_Ogilvie	Scientist
http://dbpedia.org/resource/Jinghui_Zhang	Scientist
http://dbpedia.org/resource/Joseph_J._LaViola_Jr.	Scientist
http://dbpedia.org/resource/Kandis_Leslie_Abdul-Aziz	Scientist
http://dbpedia.org/resource/Kenneth_Arthur_Davies	Scientist
http://dbpedia.org/resource/Kenneth_Washington_(engineer)	Scientist
http://dbpedia.org/resource/Laura_Veale	Scientist
http://dbpedia.org/resource/Leland_Doan	Scientist
http://dbpedia.org/resource/Lorna_Verdun_Sisely	Scientist
http://dbpedia.org/resource/Maayane_Soumagnac	Scientist
http://dbpedia.org/resource/Margaret_Whyte_(medical_doctor)	Scientist
http://dbpedia.org/resource/Mario_Veiga_Ferraz_Pereira	Scientist
http://dbpedia.org/resource/Michael_Griffin_(surgeon)	Scientist
http://dbpedia.org/resource/Neville_Cooray	Scientist
http://dbpedia.org/resource/Patrick_Ottaway	Scientist
http://dbpedia.org/resource/Percy_Evans_(geologist)	Scientist
http://dbpedia.org/resource/Peter_Niemz	Scientist
http://dbpedia.org/resource/Rita_Fahy	Scientist
http://dbpedia.org/resource/Robert_G._Ritter	Scientist
http://dbpedia.org/resource/Ron_A._Adelman	Scientist
http://dbpedia.org/resource/RoseEmma_Mamaa_Entsua-Mensah	Scientist
http://dbpedia.org/resource/Sarah_Shandera	Scientist
http://dbpedia.org/resource/Sherra_Kerns	Scientist
http://dbpedia.org/resource/Silvia_Semenzin	Scientist
http://dbpedia.org/resource/Sleim_Ammar	Scientist
http://dbpedia.org/resource/Sofiya_Alhassan	Scientist
http://dbpedia.org/resource/Stephanie_G._Adams	Scientist
http://dbpedia.org/resource/Süleyman_Yalçın	Scientist
http://dbpedia.org/resource/Taylor_Gerring	Scientist
http://dbpedia.org/resource/Terence_O'Brien_(botanist)	Scientist
http://dbpedia.org/resource/Theresa_A._Maldonado	Scientist
http://dbpedia.org/resource/Trần_Đức_Thiệp	Scientist
http://dbpedia.org/resource/Viktor_Zhitomirsky	Scientist
http://dbpedia.org/resource/Vitaly_Shmatikov	Scientist
http://dbpedia.org/resource/Xing_Xie	Scientist
http://dbpedia.org/resource/Aleksandra_Pavlovna_Gamajunova	Scientist
http://dbpedia.org/resource/Alexander_Gusev_(scientist)	Scientist
http://dbpedia.org/resource/Alexander_Yevgenievich_Chudakov__Aleksandr_Chudakov__1	Scientist
http://dbpedia.org/resource/Alexandr_Innokentevich_Tolmatchew	Scientist
http://dbpedia.org/resource/Amanda_Kowalski_(economist)	Scientist
http://dbpedia.org/resource/Ari_Siiriäinen	Scientist
http://dbpedia.org/resource/Christos_Bartsocas	Scientist
http://dbpedia.org/resource/Colin_Hayter_Crick	Scientist
http://dbpedia.org/resource/Dipen_J_Parekh	Scientist
http://dbpedia.org/resource/Dorothy_Marshall_(chemist)	Scientist
http://dbpedia.org/resource/Francis_Marchal	Scientist
http://dbpedia.org/resource/Gavin_Wright_(cricketer)	Scientist
http://dbpedia.org/resource/Heinrich_Leonhards_Skuja	Scientist
http://dbpedia.org/resource/Javier_Esparza_(computer_scientist)	Scientist
http://dbpedia.org/resource/Jens_Martin_Knudsen_(astrophysicist)	Scientist
http://dbpedia.org/resource/Jeremy_Gray_(mathematician)	Scientist
http://dbpedia.org/resource/Jim_Brodie_(geologist)	Scientist
http://dbpedia.org/resource/Johann_Friedrich_Ahlfeld_(obstetrician)	Scientist
http://dbpedia.org/resource/John_B._Bell_(mathematician)	Scientist
http://dbpedia.org/resource/John_Henry_Bryant_(British_physician)	Scientist
http://dbpedia.org/resource/John_S._Jackson_(geologist)	Scientist
http://dbpedia.org/resource/Kaushik_Roy_(engineer)	Scientist
http://dbpedia.org/resource/Leah_Allen	Scientist
http://dbpedia.org/resource/Li_Xueqin_(historian)	Scientist
http://dbpedia.org/resource/Li_Zhao_(military_engineer)	Scientist
http://dbpedia.org/resource/Louise_Edwards_(astronomer)	Scientist
http://dbpedia.org/resource/Luke_Howard_(meteorologist)	Scientist
http://dbpedia.org/resource/Lynn_Rogers_(biologist)	Scientist
http://dbpedia.org/resource/Mabel_Keaton_Staupers	Scientist
http://dbpedia.org/resource/Mariano_de_la_Paz_Graells_y_de_la_Agüera	Scientist
http://dbpedia.org/resource/Mirza_Saqib_Baig	Scientist
http://dbpedia.org/resource/Mohammed_al-Baydhaq	Scientist
http://dbpedia.org/resource/N._G._Majumdar	Scientist
http://dbpedia.org/resource/Norman_Frederick_Astbury	Scientist
http://dbpedia.org/resource/Norman_Simmons_(biochemist)	Scientist
http://dbpedia.org/resource/Numan_Yunusovich_Satimov	Scientist
http://dbpedia.org/resource/Octiabr'_Emelianenko	Scientist
http://dbpedia.org/resource/Ong_Hok_Ham	Scientist
http://dbpedia.org/resource/Patrick_Druckenmiller	Scientist
http://dbpedia.org/resource/Paula_Brown_(biochemist)	Scientist
http://dbpedia.org/resource/Raymond_E._Frey_(physicist)	Scientist
http://dbpedia.org/resource/Saidur_Rahman_(professor,_Bangladesh_University_of_Engineering_and_Technology)	Scientist
http://dbpedia.org/resource/Suzanne_Dodd	Scientist
http://dbpedia.org/resource/Tatiana_Krasnoselskaia	Scientist
http://dbpedia.org/resource/William_Martin_Boyce	Scientist
http://dbpedia.org/resource/Wolf-Dieter_Schneider_(metallurgist)	Scientist
http://dbpedia.org/resource/Yordanka_Mincheva_-_Stefanova	Scientist
http://dbpedia.org/resource/Abdul_Waseh_Basit	Scientist
http://dbpedia.org/resource/Ada-Rhodes_Short	Scientist
http://dbpedia.org/resource/Alexey_G._Ryazanov	Scientist
http://dbpedia.org/resource/Alice_Marion_Umpherston	Scientist
http://dbpedia.org/resource/Amalia_Ballarino	Scientist
http://dbpedia.org/resource/Ana_Ravelo	Scientist
http://dbpedia.org/resource/Anne_Meltzer	Scientist
http://dbpedia.org/resource/Anne_R._Douglass	Scientist
http://dbpedia.org/resource/Ashalatha_Radhakrishnan	Scientist
http://dbpedia.org/resource/Ayang_Utriza_Yakin	Scientist
http://dbpedia.org/resource/B._John_Garrick	Scientist
http://dbpedia.org/resource/Barbara_Dutrow	Scientist
http://dbpedia.org/resource/Baruch_Schieber	Scientist
http://dbpedia.org/resource/Beat_H._Gähwiler	Scientist
http://dbpedia.org/resource/Ben_Rampton	Scientist
http://dbpedia.org/resource/Boris_Maciejovsky	Scientist
http://dbpedia.org/resource/Caroline_Willard_Baldwin	Scientist
http://dbpedia.org/resource/Cynthia_Flynn_Capers	Scientist
http://dbpedia.org/resource/D._R._Fraser_Taylor	Scientist
http://dbpedia.org/resource/Daniella_Goldfarb	Scientist
http://dbpedia.org/resource/Delores_Robinson	Scientist
http://dbpedia.org/resource/Derek_Lott	Scientist
http://dbpedia.org/resource/Dhiraj_Bora	Scientist
http://dbpedia.org/resource/Diana_Northup	Scientist
http://dbpedia.org/resource/Donald_Milton	Scientist
http://dbpedia.org/resource/Edoardo_Charbon	Scientist
http://dbpedia.org/resource/Eliana_Perrin	Scientist
http://dbpedia.org/resource/Elizabeth_A._Martin	Scientist
http://dbpedia.org/resource/Eric_Fearon	Scientist
http://dbpedia.org/resource/Erich_Rieger	Scientist
http://dbpedia.org/resource/Gail_McLaughlin	Scientist
http://dbpedia.org/resource/Gelia_T._Castillo	Scientist
http://dbpedia.org/resource/George_Berci	Scientist
http://dbpedia.org/resource/George_E._Atwood	Scientist
http://dbpedia.org/resource/Herbert_Duthie	Scientist
http://dbpedia.org/resource/Hilary_Cane	Scientist
http://dbpedia.org/resource/Ian_Fraser_Muir	Scientist
http://dbpedia.org/resource/Isabella_Anne_Allen	Scientist
http://dbpedia.org/resource/Jan_Tullis	Scientist
http://dbpedia.org/resource/Jennifer_B._Glass	Scientist
http://dbpedia.org/resource/Jennifer_Logan	Scientist
http://dbpedia.org/resource/Jeremiah_Edmund_Bowden_Jennings	Scientist
http://dbpedia.org/resource/John_Cumbers	Scientist
http://dbpedia.org/resource/Juan_Corona_Ramón	Scientist
http://dbpedia.org/resource/Kathleen_Coard	Scientist
http://dbpedia.org/resource/Kendall_Smith	Scientist
http://dbpedia.org/resource/Kenneth_A._Kershaw	Scientist
http://dbpedia.org/resource/Khanh_D._Pham	Scientist
http://dbpedia.org/resource/Lisa_C._Richardson	Scientist
http://dbpedia.org/resource/Lucy_Balian_Rorke-Adams	Scientist
http://dbpedia.org/resource/Lynn_Kistler	Scientist
http://dbpedia.org/resource/Maarten_Buysman	Scientist
http://dbpedia.org/resource/Marina_Bennati	Scientist
http://dbpedia.org/resource/Mary_Beth_Landrum	Scientist
http://dbpedia.org/resource/Mary_Chilton_Noyes	Scientist
http://dbpedia.org/resource/Matthew_Porteus	Scientist
http://dbpedia.org/resource/Michael_Brainin	Scientist
http://dbpedia.org/resource/Murray_Aitkin	Scientist
http://dbpedia.org/resource/Olagoke_Olabisi	Scientist
http://dbpedia.org/resource/Owase_Jeelani	Scientist
http://dbpedia.org/resource/Patricia_Wiberg	Scientist
http://dbpedia.org/resource/Philip_Bath	Scientist
http://dbpedia.org/resource/R._Nelson_Smith	Scientist
http://dbpedia.org/resource/Regan_Gurung	Scientist
http://dbpedia.org/resource/Richard_James_Boys	Scientist
http://dbpedia.org/resource/Robert_M._Schertzer	Scientist
http://dbpedia.org/resource/Roberta_Marinelli	Scientist
http://dbpedia.org/resource/Robin_Koops	Scientist
http://dbpedia.org/resource/Rosalyn_W._Berne	Scientist
http://dbpedia.org/resource/Ross_John_Angel	Scientist
http://dbpedia.org/resource/S._V._C._Aiya	Scientist
http://dbpedia.org/resource/Shamita_Das__Shamita_Das__1	Scientist
http://dbpedia.org/resource/Shaundra_Daily	Scientist
http://dbpedia.org/resource/Stanley_Andrisse	Scientist
http://dbpedia.org/resource/Stathis_Kefallonitis	Scientist
http://dbpedia.org/resource/Sue_Roffey	Scientist
http://dbpedia.org/resource/Susan_Halgedahl	Scientist
http://dbpedia.org/resource/Suzanne_Carbotte	Scientist
http://dbpedia.org/resource/Tahera_Qutbuddin	Scientist
http://dbpedia.org/resource/Valencia_Koomson	Scientist
http://dbpedia.org/resource/Venkatesh_Ramaiah	Scientist
http://dbpedia.org/resource/Vladimir_Pokrovskii	Scientist
http://dbpedia.org/resource/William_Joseph_Campbell_(meteorologist)	Scientist
http://dbpedia.org/resource/William_W._Happ	Scientist
http://dbpedia.org/resource/Yael_Nemirovsky	Scientist
http://dbpedia.org/resource/Yihong_Qi	Scientist
http://dbpedia.org/resource/Abba_Mari_Halfon	Scientist
http://dbpedia.org/resource/Adel_Javanmard	Scientist
http://dbpedia.org/resource/Alan_Sears_(sociologist)	Scientist
http://dbpedia.org/resource/Alexander_Begbutovich_Shelkovnikov	Scientist
http://dbpedia.org/resource/Alexander_Vasilyevich_Vishnevsky	Scientist
http://dbpedia.org/resource/Andrés_Posada-Arango	Scientist
http://dbpedia.org/resource/Anthony_Rylands	Scientist
http://dbpedia.org/resource/Arun_Kumar_Sangaiah	Scientist
http://dbpedia.org/resource/Ashok_K._Shetty	Scientist
http://dbpedia.org/resource/Bradford_P._Wilcox	Scientist
http://dbpedia.org/resource/Carl_Borgmann	Scientist
http://dbpedia.org/resource/Chris_Burn	Scientist
http://dbpedia.org/resource/Chris_Callison-Burch	Scientist
http://dbpedia.org/resource/Constance_Greene	Scientist
http://dbpedia.org/resource/Dalcy_de_Oliveira_Albuquerque	Scientist
http://dbpedia.org/resource/Daniel_W._Belsky	Scientist
http://dbpedia.org/resource/Deborah_Hasin	Scientist
http://dbpedia.org/resource/Edith_Mathiowitz	Scientist
http://dbpedia.org/resource/Erika_Hingst-Zaher	Scientist
http://dbpedia.org/resource/Evgeny_Kozubsky	Scientist
http://dbpedia.org/resource/Friedrich_J._Grabowsky	Scientist
http://dbpedia.org/resource/G._Christian_Overton	Scientist
http://dbpedia.org/resource/Geoffrey_Boothroyd_(engineer)	Scientist
http://dbpedia.org/resource/George_Anderson_Macdonald_Scott	Scientist
http://dbpedia.org/resource/George_Highfield_Morton	Scientist
http://dbpedia.org/resource/George_Tsoumis	Scientist
http://dbpedia.org/resource/Geri_Donenberg	Scientist
http://dbpedia.org/resource/Gianpaolo_Bellini_(physicist)	Scientist
http://dbpedia.org/resource/Gil_Zussman	Scientist
http://dbpedia.org/resource/Gladys_Mary_Wrigley	Scientist
http://dbpedia.org/resource/Gustav_Schneider	Scientist
http://dbpedia.org/resource/Henry_Behrend	Scientist
http://dbpedia.org/resource/Herbert_Henry_Dow_II	Scientist
http://dbpedia.org/resource/Herbert_Maufe	Scientist
http://dbpedia.org/resource/Hubert_Saleur	Scientist
http://dbpedia.org/resource/Ilana_Gareen	Scientist
http://dbpedia.org/resource/Javier_Blasco_Zumeta	Scientist
http://dbpedia.org/resource/Jayati_Das-Munshi	Scientist
http://dbpedia.org/resource/Jeff_Coombes	Scientist
http://dbpedia.org/resource/Jennifer_Layden	Scientist
http://dbpedia.org/resource/Jenny_Collier	Scientist
http://dbpedia.org/resource/Joan_Morgan_(entomologist)	Scientist
http://dbpedia.org/resource/John_Bradley_Zuchero	Scientist
http://dbpedia.org/resource/Jonathan_L._Rosner	Scientist
http://dbpedia.org/resource/Joseph_B._Bernstein	Scientist
http://dbpedia.org/resource/Joseph_L._Gastwirth	Scientist
http://dbpedia.org/resource/Julie_E._Gray	Scientist
http://dbpedia.org/resource/Katie_J._Field	Scientist
http://dbpedia.org/resource/Lee_Bartel	Scientist
http://dbpedia.org/resource/Liron_Pantanowitz	Scientist
http://dbpedia.org/resource/Ludmilla_Aristilde	Scientist
http://dbpedia.org/resource/Ludwig_Brackebusch	Scientist
http://dbpedia.org/resource/Lynda_Stuart	Scientist
http://dbpedia.org/resource/M._Laura_Feltri	Scientist
http://dbpedia.org/resource/Maija_Bice	Scientist
http://dbpedia.org/resource/Marian_Małowist	Scientist
http://dbpedia.org/resource/Matjaž_Gams	Scientist
http://dbpedia.org/resource/Maximino_Martínez	Scientist
http://dbpedia.org/resource/Meredith_Niles	Scientist
http://dbpedia.org/resource/Michael_Nosonovsky	Scientist
http://dbpedia.org/resource/Nguyễn_Trọng_Toàn	Scientist
http://dbpedia.org/resource/Nicole_Kleinstreuer	Scientist
http://dbpedia.org/resource/Oluf_Borbye_Pedersen	Scientist
http://dbpedia.org/resource/Paul_Diederich	Scientist
http://dbpedia.org/resource/Peter-Wolf_Ascher	Scientist
http://dbpedia.org/resource/Pierre-Hugues_Barré	Scientist
http://dbpedia.org/resource/Raymond_Chang_(physician)	Scientist
http://dbpedia.org/resource/Ross_Day	Scientist
http://dbpedia.org/resource/Rui_Martins	Scientist
http://dbpedia.org/resource/Seth_Cohen_(chemist)	Scientist
http://dbpedia.org/resource/Shauna_Somerville	Scientist
http://dbpedia.org/resource/Sinéad_McGilloway	Scientist
http://dbpedia.org/resource/Solomon_Friedberg	Scientist
http://dbpedia.org/resource/Stephanie_Hicks	Scientist
http://dbpedia.org/resource/Susan_S._Wallace	Scientist
http://dbpedia.org/resource/Waldemar_Espinoza_Soriano	Scientist
http://dbpedia.org/resource/Wang_Sijing	Scientist
http://dbpedia.org/resource/Wolf-Dieter_Schneider_(physicist)	Scientist
http://dbpedia.org/resource/Yao_Shouzhuo	Scientist
http://dbpedia.org/resource/Yefim_Berkhin	Scientist
http://dbpedia.org/resource/Yu_Benshui	Scientist
http://dbpedia.org/resource/Yu_Shuxun	Scientist
http://dbpedia.org/resource/Yvonne_Hernandez-Kapila	Scientist
http://dbpedia.org/resource/Karl_Ludwig_Friedrich_von_Roser	Scientist
http://dbpedia.org/resource/Avi_Sasson	Scientist
http://dbpedia.org/resource/Venia_Giota	Scientist
http://dbpedia.org/resource/William_H._K._Lee	Scientist
http://dbpedia.org/resource/Albert_Paul_Linnell	Scientist
http://dbpedia.org/resource/Alfredo_E._Rodríguez	Scientist
http://dbpedia.org/resource/Aloka_Pathirana	Scientist
http://dbpedia.org/resource/Ather_Enam	Scientist
http://dbpedia.org/resource/Barbara_Bird	Scientist
http://dbpedia.org/resource/Barbara_Romzek	Scientist
http://dbpedia.org/resource/Bonnie_Fleming	Scientist
http://dbpedia.org/resource/Charles_Weitz	Scientist
http://dbpedia.org/resource/Chethika_Gunasiri	Scientist
http://dbpedia.org/resource/Dan_Gaton	Scientist
http://dbpedia.org/resource/Emi_Nishimura	Scientist
http://dbpedia.org/resource/Eric_Oldfield_(academic)	Scientist
http://dbpedia.org/resource/Fred_Strodtbeck	Scientist
http://dbpedia.org/resource/Georgi_Ivanov_Terziev	Scientist
http://dbpedia.org/resource/Giuseppe_Cesare_Perola	Scientist
http://dbpedia.org/resource/Harry_Hallam_(academic)	Scientist
http://dbpedia.org/resource/Helena_Riggs	Scientist
http://dbpedia.org/resource/Heng_Xu	Scientist
http://dbpedia.org/resource/Herbert_W._Jones	Scientist
http://dbpedia.org/resource/Herman_Bouwer	Scientist
http://dbpedia.org/resource/Howard_Thomas_(scientist)	Scientist
http://dbpedia.org/resource/Jakub_Paś	Scientist
http://dbpedia.org/resource/Jay_Pasricha	Scientist
http://dbpedia.org/resource/Jerome_K._Sherman	Scientist
http://dbpedia.org/resource/John_Eugene_Kunzler	Scientist
http://dbpedia.org/resource/John_Olszowka	Scientist
http://dbpedia.org/resource/Jon_Taylor_(political_scientist)	Scientist
http://dbpedia.org/resource/Karina_Walters	Scientist
http://dbpedia.org/resource/Kathryn_Peddrew	Scientist
http://dbpedia.org/resource/Le_Anh_Xuan	Scientist
http://dbpedia.org/resource/Leanne_Cushing	Scientist
http://dbpedia.org/resource/Leopoldo_Salazar_Viniegra	Scientist
http://dbpedia.org/resource/Lev_T._Perelman	Scientist
http://dbpedia.org/resource/Lixin_Wang	Scientist
http://dbpedia.org/resource/Luc_Bulot	Scientist
http://dbpedia.org/resource/Margie_Peden	Scientist
http://dbpedia.org/resource/Molly_Carnes	Scientist
http://dbpedia.org/resource/Oliver_Chinganya	Scientist
http://dbpedia.org/resource/Reginald_Wyndham_Lloyd-Davies	Scientist
http://dbpedia.org/resource/Reynold_Kenneth_Young	Scientist
http://dbpedia.org/resource/Robert_A._Wilson_(gynecologist)	Scientist
http://dbpedia.org/resource/Ronald_Chisom	Scientist
http://dbpedia.org/resource/Rong_Yi	Scientist
http://dbpedia.org/resource/Sally_Weaver_(anthropologist)	Scientist
http://dbpedia.org/resource/Shawn_Yu_Lin	Scientist
http://dbpedia.org/resource/Sherief_Reda	Scientist
http://dbpedia.org/resource/Stefania_Siedlecky	Scientist
http://dbpedia.org/resource/Stephen_Young_(economist)	Scientist
http://dbpedia.org/resource/Suzanne_Baldwin	Scientist
http://dbpedia.org/resource/Tara_Shirvani	Scientist
http://dbpedia.org/resource/Yakiv_Pavlenko	Scientist
http://dbpedia.org/resource/Yang_Liu_(speech_recognition)	Scientist
http://dbpedia.org/resource/Yo-El_Ju	Scientist
http://dbpedia.org/resource/Li_Xueqin	Scientist
http://dbpedia.org/resource/Louise_Holborn	Scientist
http://dbpedia.org/resource/Lucien_Berland	Scientist
http://dbpedia.org/resource/Lynn_Rogers	Scientist
http://dbpedia.org/resource/William_Wood_(zoologist)	Scientist
http://dbpedia.org/resource/Tsunamitsu_Adachi	Scientist
http://dbpedia.org/resource/A._W._Kuchler	Scientist
http://dbpedia.org/resource/Anthony_Zuppero	Scientist
http://dbpedia.org/resource/Anzhong_Wang	Scientist
http://dbpedia.org/resource/Arnold_van_Huis	Scientist
http://dbpedia.org/resource/Don_Martino_de_Zilva_Wickremasinghe	Scientist
http://dbpedia.org/resource/Don_Mitchell_(geographer)	Scientist
http://dbpedia.org/resource/Douglas_Emlong	Scientist
http://dbpedia.org/resource/Douglas_J._Barrett	Scientist
http://dbpedia.org/resource/Edmond_Jean-Baptiste_Fleutiaux	Scientist
http://dbpedia.org/resource/Emil_von_Brück	Scientist
http://dbpedia.org/resource/Gordon_F._Newell	Scientist
http://dbpedia.org/resource/Maritza_Montero	Scientist
http://dbpedia.org/resource/J._Peter_Kincaid	Scientist
http://dbpedia.org/resource/A._David_Buckingham	Scientist
http://dbpedia.org/resource/Abraham_Plessner	Scientist
http://dbpedia.org/resource/Abraham_Vater	Scientist
http://dbpedia.org/resource/Achilles_Gasser	Scientist
http://dbpedia.org/resource/Achim_Müller	Scientist
http://dbpedia.org/resource/Adalbert_Schnizlein	Scientist
http://dbpedia.org/resource/Adolf_Busemann	Scientist
http://dbpedia.org/resource/Adolf_Eugen_Fick	Scientist
http://dbpedia.org/resource/Adolf_Kirchhoff	Scientist
http://dbpedia.org/resource/Adolf_Mayer	Scientist
http://dbpedia.org/resource/Adolf_Pinner	Scientist
http://dbpedia.org/resource/Adolf_Pokorny	Scientist
http://dbpedia.org/resource/Adolphe-Théodore_Brongniart	Scientist
http://dbpedia.org/resource/Ahmed_Zewail	Scientist
http://dbpedia.org/resource/Albert_Hoffa	Scientist
http://dbpedia.org/resource/Albert_Ingham	Scientist
http://dbpedia.org/resource/Albert_Ludwig_Sigesmund_Neisser	Scientist
http://dbpedia.org/resource/Albrecht_Penck	Scientist
http://dbpedia.org/resource/Aleksander_Wolszczan	Scientist
http://dbpedia.org/resource/Alexander_Crum_Brown	Scientist
http://dbpedia.org/resource/Alexander_Grothendieck	Scientist
http://dbpedia.org/resource/Alexandra_Bellow	Scientist
http://dbpedia.org/resource/Alfred_Kastler	Scientist
http://dbpedia.org/resource/Alfred_Kirchhoff	Scientist
http://dbpedia.org/resource/Alfred_Landé	Scientist
http://dbpedia.org/resource/Alfred_Merz	Scientist
http://dbpedia.org/resource/Alfred_Rust	Scientist
http://dbpedia.org/resource/Alfred_Tauber__Alfred_Tauber__1	Scientist
http://dbpedia.org/resource/Alfred_Weber	Scientist
http://dbpedia.org/resource/Alfred_Wohl	Scientist
http://dbpedia.org/resource/Anders_Celsius	Scientist
http://dbpedia.org/resource/Andreas_Floer	Scientist
http://dbpedia.org/resource/Andreas_Gruentzig	Scientist
http://dbpedia.org/resource/Andreas_Rett	Scientist
